Data set contains 2000 examples.
[forest size], [trialNum], [training error], [cross-set error]
201, 19, 2.114286, 21.600000
206, 0, 2.114286, 20.800000
206, 1, 2.114286, 18.800000
206, 2, 1.942857, 23.600000
206, 3, 2.342857, 18.800000
206, 4, 1.828571, 22.800000
206, 5, 1.828571, 24.400000
206, 6, 2.000000, 24.000000
206, 7, 2.171429, 19.200000
206, 8, 2.228571, 23.200000
206, 9, 2.228571, 16.000000
206, 10, 2.000000, 24.800000
206, 11, 2.342857, 18.400000
206, 12, 2.000000, 22.000000
206, 13, 2.171429, 21.600000
206, 14, 2.285714, 21.600000
206, 15, 2.171429, 19.600000
206, 16, 2.114286, 26.000000
206, 17, 2.114286, 21.200000
206, 18, 2.228571, 16.000000
206, 19, 2.114286, 22.400000
211, 0, 2.228571, 23.200000
211, 1, 1.885714, 24.000000
211, 2, 1.885714, 21.600000
211, 3, 1.828571, 20.800000
211, 4, 2.228571, 20.000000
211, 5, 2.057143, 26.800000
211, 6, 2.057143, 24.000000
211, 7, 2.057143, 20.400000
211, 8, 1.942857, 24.800000
211, 9, 2.057143, 22.400000
211, 10, 2.228571, 18.800000
211, 11, 1.885714, 25.600000
211, 12, 2.171429, 19.600000
211, 13, 2.228571, 19.600000
211, 14, 2.285714, 24.400000
211, 15, 2.171429, 16.800000
211, 16, 2.057143, 21.600000
211, 17, 2.228571, 22.000000
211, 18, 1.714286, 20.400000
211, 19, 2.342857, 20.800000
216, 0, 2.171429, 24.400000
216, 1, 1.828571, 21.200000
216, 2, 1.942857, 21.200000
216, 3, 2.114286, 21.200000
216, 4, 2.171429, 20.800000
216, 5, 2.057143, 20.000000
216, 6, 2.228571, 20.800000
216, 7, 2.000000, 22.000000
216, 8, 2.057143, 20.800000
216, 9, 2.057143, 19.200000
216, 10, 1.885714, 21.200000
216, 11, 1.885714, 24.400000
216, 12, 2.000000, 23.600000
216, 13, 1.942857, 17.600000
216, 14, 1.942857, 22.800000
216, 15, 2.285714, 19.600000
216, 16, 2.228571, 20.800000
216, 17, 2.000000, 26.400000
216, 18, 1.942857, 20.400000
216, 19, 2.228571, 22.800000
221, 0, 1.942857, 22.000000
221, 1, 1.942857, 19.200000
221, 2, 2.114286, 24.400000
221, 3, 2.057143, 23.200000
221, 4, 2.057143, 24.400000
221, 5, 2.000000, 18.800000
221, 6, 2.285714, 22.000000
221, 7, 2.171429, 20.800000
221, 8, 2.285714, 21.200000
221, 9, 2.285714, 19.200000
221, 10, 2.114286, 16.800000
221, 11, 1.942857, 25.600000
221, 12, 2.114286, 17.200000
221, 13, 2.171429, 15.200000
221, 14, 2.171429, 20.400000
221, 15, 2.057143, 22.400000
221, 16, 1.942857, 20.400000
221, 17, 2.057143, 22.800000
221, 18, 2.228571, 16.400000
221, 19, 2.114286, 23.600000
226, 0, 1.942857, 23.200000
226, 1, 2.000000, 22.400000
226, 2, 1.942857, 23.200000
226, 3, 2.057143, 22.400000
226, 4, 2.171429, 22.000000
226, 5, 2.228571, 19.600000
226, 6, 2.114286, 22.000000
226, 7, 1.885714, 24.400000
226, 8, 2.057143, 19.200000
226, 9, 1.885714, 20.800000
226, 10, 1.885714, 21.600000
226, 11, 2.285714, 21.600000
226, 12, 2.171429, 19.200000
226, 13, 2.057143, 21.600000
226, 14, 2.000000, 22.800000
226, 15, 2.228571, 17.200000
226, 16, 1.828571, 21.600000
226, 17, 2.114286, 20.400000
226, 18, 2.285714, 18.800000
226, 19, 2.000000, 28.400000
231, 0, 2.057143, 24.000000
231, 1, 1.828571, 22.000000
231, 2, 1.942857, 23.200000
231, 3, 2.057143, 22.000000
231, 4, 2.228571, 22.800000
231, 5, 2.171429, 22.000000
231, 6, 2.057143, 19.600000
231, 7, 2.057143, 21.600000
231, 8, 2.171429, 20.400000
231, 9, 2.114286, 20.400000
231, 10, 1.885714, 22.800000
231, 11, 2.171429, 20.000000
231, 12, 1.771429, 21.200000
231, 13, 2.057143, 21.600000
231, 14, 2.285714, 20.800000
231, 15, 1.942857, 20.400000
231, 16, 2.114286, 22.000000
231, 17, 2.057143, 26.400000
231, 18, 2.114286, 21.200000
231, 19, 2.342857, 16.800000
236, 0, 2.285714, 22.000000
236, 1, 1.600000, 22.800000
236, 2, 2.228571, 17.600000
236, 3, 1.942857, 20.000000
236, 4, 2.114286, 23.600000
236, 5, 2.228571, 20.800000
236, 6, 2.057143, 19.200000
236, 7, 2.114286, 24.400000
236, 8, 2.057143, 21.200000
236, 9, 2.057143, 24.000000
236, 10, 2.057143, 21.600000
236, 11, 2.171429, 22.400000
236, 12, 2.114286, 21.600000
236, 13, 2.285714, 19.200000
236, 14, 2.171429, 23.200000
236, 15, 2.228571, 16.000000
236, 16, 2.228571, 21.200000
236, 17, 1.942857, 17.600000
236, 18, 1.942857, 22.000000
236, 19, 1.942857, 21.200000
241, 0, 2.114286, 22.000000
241, 1, 2.285714, 24.800000
241, 2, 2.342857, 20.000000
241, 3, 1.828571, 20.400000
241, 4, 2.171429, 20.400000
241, 5, 2.057143, 21.200000
241, 6, 2.171429, 18.800000
241, 7, 2.114286, 20.400000
241, 8, 2.114286, 22.400000
241, 9, 2.228571, 18.800000
241, 10, 1.828571, 26.000000
241, 11, 2.000000, 20.800000
241, 12, 1.828571, 21.600000
241, 13, 2.457143, 14.400000
241, 14, 2.000000, 21.600000
241, 15, 2.000000, 21.200000
241, 16, 2.057143, 22.800000
241, 17, 2.114286, 21.200000
241, 18, 2.057143, 22.400000
241, 19, 2.228571, 20.400000
246, 0, 1.771429, 23.200000
246, 1, 1.885714, 17.600000
246, 2, 2.228571, 20.400000
246, 3, 2.057143, 20.000000
246, 4, 2.057143, 21.200000
246, 5, 2.171429, 18.800000
246, 6, 2.171429, 22.400000
246, 7, 1.714286, 26.800000
246, 8, 2.114286, 19.600000
246, 9, 2.228571, 20.400000
246, 10, 2.000000, 21.600000
246, 11, 1.942857, 22.400000
246, 12, 2.114286, 22.000000
246, 13, 2.000000, 21.600000
246, 14, 2.057143, 19.600000
246, 15, 2.171429, 18.400000
246, 16, 2.114286, 25.200000
246, 17, 1.828571, 21.600000
246, 18, 1.885714, 20.000000
246, 19, 1.942857, 23.200000
251, 0, 2.057143, 19.600000
251, 1, 1.714286, 22.800000
251, 2, 2.228571, 22.000000
251, 3, 2.114286, 25.200000
251, 4, 2.000000, 17.600000
251, 5, 1.885714, 21.600000
251, 6, 2.114286, 22.400000
251, 7, 2.057143, 20.800000
251, 8, 2.228571, 21.600000
251, 9, 2.114286, 22.400000
251, 10, 2.342857, 16.000000
251, 11, 2.114286, 21.600000
251, 12, 2.171429, 25.200000
251, 13, 2.114286, 18.800000
251, 14, 2.057143, 23.600000
251, 15, 2.000000, 22.800000
251, 16, 2.171429, 22.400000
251, 17, 2.228571, 21.600000
251, 18, 2.000000, 22.000000
251, 19, 1.885714, 21.200000
256, 0, 2.171429, 19.600000
256, 1, 2.171429, 22.800000
256, 2, 1.771429, 22.400000
256, 3, 1.885714, 25.600000
256, 4, 1.657143, 22.400000
256, 5, 1.885714, 19.600000
256, 6, 1.885714, 21.200000
256, 7, 1.885714, 22.400000
256, 8, 2.228571, 19.600000
256, 9, 2.114286, 20.800000
256, 10, 2.171429, 20.800000
256, 11, 2.000000, 19.600000
256, 12, 2.057143, 21.600000
256, 13, 1.885714, 26.000000
256, 14, 1.942857, 21.600000
256, 15, 2.114286, 20.800000
256, 16, 2.114286, 23.200000
256, 17, 1.942857, 23.200000
256, 18, 1.714286, 21.600000
256, 19, 2.000000, 19.600000
261, 0, 2.228571, 22.000000
261, 1, 2.000000, 21.600000
261, 2, 2.057143, 20.800000
261, 3, 1.942857, 18.400000
261, 4, 2.057143, 22.000000
261, 5, 2.285714, 20.400000
261, 6, 1.771429, 22.000000
261, 7, 1.942857, 20.400000
261, 8, 2.228571, 18.800000
261, 9, 2.114286, 17.600000
261, 10, 2.228571, 19.200000
261, 11, 2.057143, 22.000000
261, 12, 1.771429, 27.200000
261, 13, 2.057143, 24.000000
261, 14, 2.057143, 22.800000
261, 15, 2.114286, 24.400000
261, 16, 2.171429, 21.200000
261, 17, 2.057143, 21.600000
261, 18, 2.057143, 24.400000
261, 19, 2.285714, 18.000000
266, 0, 2.171429, 20.800000
266, 1, 2.228571, 18.400000
266, 2, 1.771429, 24.000000
266, 3, 2.171429, 17.600000
266, 4, 1.885714, 25.600000
266, 5, 2.342857, 24.800000
266, 6, 2.000000, 22.800000
266, 7, 2.000000, 21.200000
266, 8, 2.171429, 23.200000
266, 9, 1.885714, 22.800000
266, 10, 2.342857, 24.000000
266, 11, 1.942857, 28.400000
266, 12, 2.057143, 21.200000
266, 13, 2.228571, 20.800000
266, 14, 2.228571, 23.200000
266, 15, 2.057143, 22.000000
266, 16, 2.057143, 16.400000
266, 17, 2.057143, 20.400000
266, 18, 2.228571, 19.200000
266, 19, 2.342857, 22.000000
271, 0, 2.000000, 22.800000
271, 1, 2.000000, 23.600000
271, 2, 1.942857, 21.600000
271, 3, 2.342857, 20.400000
271, 4, 2.171429, 21.600000
271, 5, 2.342857, 20.000000
271, 6, 1.942857, 18.400000
271, 7, 1.942857, 20.800000
271, 8, 1.885714, 25.200000
271, 9, 1.942857, 22.000000
271, 10, 1.885714, 24.000000
271, 11, 2.228571, 21.600000
271, 12, 2.057143, 21.600000
271, 13, 2.114286, 22.000000
271, 14, 1.600000, 27.200000
271, 15, 2.114286, 21.600000
271, 16, 1.885714, 23.600000
271, 17, 2.057143, 18.800000
271, 18, 2.114286, 23.600000
271, 19, 2.400000, 19.600000
276, 0, 1.828571, 22.400000
276, 1, 2.400000, 18.800000
276, 2, 1.942857, 22.400000
276, 3, 2.171429, 21.200000
276, 4, 2.228571, 20.800000
276, 5, 2.057143, 20.800000
276, 6, 1.828571, 18.400000
276, 7, 2.171429, 18.800000
276, 8, 2.114286, 17.600000
276, 9, 2.285714, 19.200000
276, 10, 2.171429, 22.000000
276, 11, 2.114286, 20.000000
276, 12, 2.285714, 19.600000
276, 13, 1.942857, 22.000000
276, 14, 2.114286, 21.200000
276, 15, 2.171429, 20.800000
276, 16, 2.400000, 23.200000
276, 17, 2.114286, 24.000000
276, 18, 2.114286, 24.400000
276, 19, 2.285714, 19.600000
281, 0, 1.942857, 20.800000
281, 1, 1.828571, 23.600000
281, 2, 2.114286, 20.800000
281, 3, 2.228571, 20.800000
281, 4, 1.885714, 22.800000
281, 5, 1.885714, 23.600000
281, 6, 2.114286, 20.000000
281, 7, 2.000000, 19.200000
281, 8, 2.285714, 19.600000
281, 9, 2.057143, 24.000000
281, 10, 2.285714, 16.800000
281, 11, 1.885714, 23.200000
281, 12, 1.942857, 20.800000
281, 13, 2.000000, 22.400000
281, 14, 2.000000, 18.800000
281, 15, 2.000000, 21.600000
281, 16, 2.057143, 21.600000
281, 17, 2.171429, 15.600000
281, 18, 2.171429, 18.400000
281, 19, 2.228571, 18.000000
286, 0, 2.114286, 21.600000
286, 1, 2.057143, 22.400000
286, 2, 1.828571, 25.600000
286, 3, 2.228571, 18.000000
286, 4, 2.057143, 22.800000
286, 5, 2.228571, 22.400000
286, 6, 2.000000, 21.600000
286, 7, 1.885714, 18.400000
286, 8, 2.114286, 19.200000
286, 9, 2.171429, 22.000000
286, 10, 2.171429, 22.800000
286, 11, 1.771429, 24.800000
286, 12, 1.828571, 21.200000
286, 13, 2.114286, 23.600000
286, 14, 2.285714, 22.800000
286, 15, 1.828571, 24.000000
286, 16, 2.285714, 21.200000
286, 17, 1.942857, 22.400000
286, 18, 2.228571, 18.400000
286, 19, 2.000000, 22.000000
291, 0, 1.771429, 21.200000
291, 1, 1.942857, 20.000000
291, 2, 2.171429, 24.000000
291, 3, 1.828571, 24.800000
291, 4, 2.228571, 17.200000
291, 5, 2.057143, 24.800000
291, 6, 2.057143, 19.600000
291, 7, 2.114286, 20.400000
291, 8, 2.114286, 25.200000
291, 9, 2.000000, 22.800000
291, 10, 2.114286, 20.400000
291, 11, 2.342857, 26.000000
291, 12, 2.228571, 24.000000
291, 13, 1.942857, 24.000000
291, 14, 2.114286, 22.800000
291, 15, 2.057143, 23.600000
291, 16, 1.885714, 18.400000
291, 17, 2.057143, 22.800000
291, 18, 2.171429, 18.800000
291, 19, 2.114286, 14.800000
296, 0, 1.942857, 25.200000
296, 1, 2.057143, 18.000000
296, 2, 2.057143, 20.400000
296, 3, 1.942857, 21.200000
296, 4, 2.057143, 20.800000
296, 5, 1.771429, 19.200000
296, 6, 2.171429, 18.800000
296, 7, 2.000000, 19.200000
296, 8, 1.942857, 21.200000
296, 9, 2.342857, 19.200000
296, 10, 2.228571, 24.000000
296, 11, 2.057143, 22.800000
296, 12, 2.228571, 20.800000
296, 13, 2.228571, 18.000000
296, 14, 2.057143, 24.800000
296, 15, 2.114286, 21.200000
296, 16, 1.942857, 23.200000
296, 17, 1.885714, 22.800000
296, 18, 1.828571, 22.800000
296, 19, 2.114286, 24.000000
301, 0, 2.057143, 22.800000
301, 1, 2.057143, 18.400000
301, 2, 2.171429, 21.200000
301, 3, 1.828571, 27.200000
301, 4, 2.285714, 14.400000
301, 5, 2.457143, 18.800000
301, 6, 2.057143, 27.200000
301, 7, 2.057143, 23.600000
301, 8, 2.057143, 20.800000
301, 9, 1.542857, 24.000000
301, 10, 2.228571, 20.000000
301, 11, 2.000000, 20.800000
301, 12, 2.228571, 15.200000
301, 13, 2.228571, 20.000000
301, 14, 1.942857, 21.200000
301, 15, 1.714286, 23.600000
301, 16, 1.942857, 22.800000
301, 17, 2.000000, 19.200000
301, 18, 1.771429, 25.600000
301, 19, 1.828571, 22.800000
306, 0, 1.657143, 26.400000
306, 1, 2.285714, 20.400000
306, 2, 2.057143, 22.000000
306, 3, 1.942857, 20.400000
306, 4, 2.114286, 19.600000
306, 5, 2.171429, 23.600000
306, 6, 1.942857, 24.000000
306, 7, 2.000000, 21.600000
306, 8, 2.228571, 22.400000
306, 9, 2.228571, 19.200000
306, 10, 2.114286, 18.000000
306, 11, 2.000000, 19.600000
306, 12, 2.057143, 23.200000
306, 13, 1.828571, 17.600000
306, 14, 1.885714, 22.400000
306, 15, 2.000000, 22.000000
306, 16, 2.000000, 23.200000
306, 17, 1.942857, 20.800000
306, 18, 2.285714, 19.200000
306, 19, 2.000000, 19.600000
311, 0, 1.942857, 22.800000
311, 1, 2.000000, 19.200000
311, 2, 2.057143, 24.400000
311, 3, 2.228571, 22.000000
311, 4, 1.714286, 22.800000
311, 5, 1.885714, 24.800000
311, 6, 2.000000, 22.800000
311, 7, 2.114286, 22.400000
311, 8, 2.057143, 19.600000
311, 9, 1.885714, 24.800000
311, 10, 1.942857, 23.600000
311, 11, 1.885714, 21.600000
311, 12, 1.885714, 22.400000
311, 13, 1.885714, 20.800000
311, 14, 2.000000, 22.400000
311, 15, 2.000000, 22.000000
311, 16, 2.171429, 19.600000
311, 17, 1.942857, 22.000000
311, 18, 1.942857, 22.400000
311, 19, 2.000000, 26.800000
316, 0, 2.285714, 18.400000
316, 1, 2.171429, 19.200000
316, 2, 2.114286, 15.200000
316, 3, 2.342857, 19.600000
316, 4, 1.885714, 28.000000
316, 5, 1.942857, 21.600000
316, 6, 1.942857, 23.600000
316, 7, 2.057143, 23.200000
316, 8, 2.171429, 21.200000
316, 9, 2.285714, 20.800000
316, 10, 2.171429, 20.400000
316, 11, 2.285714, 21.600000
316, 12, 2.057143, 20.000000
316, 13, 2.171429, 18.400000
316, 14, 2.171429, 22.000000
316, 15, 2.228571, 22.000000
316, 16, 2.000000, 20.400000
316, 17, 2.114286, 22.400000
316, 18, 1.942857, 25.600000
316, 19, 2.000000, 21.200000
321, 0, 2.057143, 18.400000
321, 1, 2.228571, 22.000000
321, 2, 2.228571, 22.000000
321, 3, 2.057143, 20.400000
321, 4, 2.057143, 21.200000
321, 5, 1.942857, 24.000000
321, 6, 2.057143, 23.600000
321, 7, 2.171429, 18.000000
321, 8, 2.057143, 19.200000
321, 9, 2.000000, 21.200000
321, 10, 2.057143, 22.400000
321, 11, 1.885714, 18.800000
321, 12, 2.171429, 20.400000
321, 13, 2.057143, 23.200000
321, 14, 1.828571, 25.600000
321, 15, 2.342857, 18.800000
321, 16, 2.000000, 20.400000
321, 17, 2.114286, 19.200000
321, 18, 2.000000, 22.400000
321, 19, 2.057143, 24.400000
326, 0, 2.114286, 23.200000
326, 1, 1.942857, 22.000000
326, 2, 2.228571, 21.200000
326, 3, 2.228571, 22.000000
326, 4, 2.114286, 20.800000
326, 5, 2.171429, 19.200000
326, 6, 2.114286, 23.600000
326, 7, 2.000000, 19.600000
326, 8, 2.057143, 22.000000
326, 9, 1.942857, 20.800000
326, 10, 2.000000, 18.800000
326, 11, 2.000000, 22.000000
326, 12, 2.342857, 15.600000
326, 13, 2.057143, 23.600000
326, 14, 2.057143, 24.400000
326, 15, 1.771429, 20.800000
326, 16, 1.942857, 21.600000
326, 17, 2.057143, 20.000000
326, 18, 2.171429, 21.200000
326, 19, 2.400000, 17.200000
331, 0, 1.885714, 22.000000
331, 1, 2.000000, 21.600000
331, 2, 2.171429, 19.600000
331, 3, 2.000000, 23.600000
331, 4, 2.171429, 21.200000
331, 5, 2.000000, 21.600000
331, 6, 1.828571, 20.800000
331, 7, 1.942857, 23.600000
331, 8, 2.171429, 20.400000
331, 9, 2.228571, 21.600000
331, 10, 2.228571, 21.200000
331, 11, 2.285714, 20.400000
331, 12, 2.000000, 22.000000
331, 13, 2.000000, 21.600000
331, 14, 2.114286, 20.400000
331, 15, 1.714286, 20.000000
331, 16, 2.171429, 18.800000
331, 17, 1.828571, 22.000000
331, 18, 2.171429, 20.400000
331, 19, 1.828571, 23.600000
336, 0, 2.171429, 21.200000
336, 1, 2.171429, 21.600000
336, 2, 2.000000, 18.400000
336, 3, 2.171429, 18.400000
336, 4, 1.942857, 20.400000
336, 5, 2.171429, 19.200000
336, 6, 2.114286, 19.600000
336, 7, 1.828571, 22.400000
336, 8, 2.057143, 21.200000
336, 9, 2.000000, 24.000000
336, 10, 2.000000, 16.800000
336, 11, 1.942857, 20.000000
336, 12, 2.114286, 22.000000
336, 13, 1.828571, 22.400000
336, 14, 1.942857, 18.800000
336, 15, 1.714286, 20.800000
336, 16, 2.171429, 20.000000
336, 17, 1.885714, 26.000000
336, 18, 2.285714, 21.600000
336, 19, 2.228571, 21.200000
341, 0, 1.771429, 25.600000
341, 1, 2.285714, 28.400000
341, 2, 2.171429, 24.000000
341, 3, 1.942857, 20.400000
341, 4, 2.228571, 19.200000
341, 5, 2.228571, 23.600000
341, 6, 2.057143, 23.200000
341, 7, 2.171429, 21.200000
341, 8, 1.885714, 21.200000
341, 9, 2.000000, 20.800000
341, 10, 2.171429, 24.400000
341, 11, 2.285714, 18.800000
341, 12, 2.000000, 23.200000
341, 13, 2.114286, 24.000000
341, 14, 2.228571, 19.600000
341, 15, 2.114286, 27.200000
341, 16, 2.057143, 20.800000
341, 17, 2.171429, 20.400000
341, 18, 2.228571, 22.400000
341, 19, 1.942857, 26.000000
346, 0, 2.057143, 20.000000
346, 1, 2.057143, 21.200000
346, 2, 1.942857, 18.800000
346, 3, 2.285714, 18.800000
346, 4, 2.400000, 18.000000
346, 5, 2.000000, 24.000000
346, 6, 1.885714, 20.400000
346, 7, 2.114286, 23.600000
346, 8, 2.057143, 24.400000
346, 9, 2.000000, 22.800000
346, 10, 2.400000, 18.400000
346, 11, 2.114286, 22.800000
346, 12, 2.000000, 23.200000
346, 13, 2.057143, 19.200000
346, 14, 2.000000, 22.800000
346, 15, 1.771429, 24.800000
346, 16, 2.057143, 20.800000
346, 17, 1.885714, 23.200000
346, 18, 2.514286, 20.400000
346, 19, 1.942857, 22.000000
351, 0, 2.171429, 20.400000
351, 1, 2.171429, 22.800000
351, 2, 2.000000, 20.000000
351, 3, 2.057143, 19.200000
351, 4, 2.114286, 20.000000
351, 5, 1.885714, 22.800000
351, 6, 2.342857, 18.400000
351, 7, 2.228571, 22.000000
351, 8, 1.828571, 28.000000
351, 9, 2.057143, 19.600000
351, 10, 2.285714, 19.200000
351, 11, 2.400000, 16.400000
351, 12, 1.942857, 21.200000
351, 13, 2.228571, 20.800000
351, 14, 2.228571, 22.000000
351, 15, 2.114286, 20.000000
351, 16, 2.171429, 18.400000
351, 17, 2.171429, 19.200000
351, 18, 1.885714, 23.600000
351, 19, 2.400000, 18.000000
356, 0, 2.057143, 22.800000
356, 1, 1.942857, 22.000000
356, 2, 2.171429, 22.400000
356, 3, 2.171429, 21.200000
356, 4, 2.228571, 22.000000
356, 5, 2.400000, 22.800000
356, 6, 1.942857, 22.000000
356, 7, 2.000000, 20.400000
356, 8, 1.885714, 26.400000
356, 9, 2.057143, 20.800000
356, 10, 2.057143, 22.800000
356, 11, 2.285714, 17.200000
356, 12, 1.828571, 22.400000
356, 13, 2.000000, 20.000000
356, 14, 2.228571, 18.400000
356, 15, 1.942857, 22.800000
356, 16, 1.942857, 21.200000
356, 17, 2.057143, 17.200000
356, 18, 2.171429, 18.800000
356, 19, 1.771429, 24.000000
361, 0, 2.114286, 18.000000
361, 1, 2.000000, 20.000000
361, 2, 2.057143, 24.000000
361, 3, 2.057143, 20.800000
361, 4, 2.057143, 23.600000
361, 5, 2.000000, 21.200000
361, 6, 2.171429, 21.200000
361, 7, 1.885714, 21.600000
361, 8, 2.171429, 20.000000
361, 9, 1.828571, 21.600000
361, 10, 2.057143, 23.600000
361, 11, 2.285714, 19.200000
361, 12, 2.000000, 20.400000
361, 13, 1.885714, 21.600000
361, 14, 2.057143, 26.000000
361, 15, 1.942857, 28.400000
361, 16, 1.942857, 22.800000
361, 17, 2.057143, 23.200000
361, 18, 2.057143, 20.000000
361, 19, 2.400000, 21.200000
366, 0, 2.000000, 25.600000
366, 1, 1.828571, 22.800000
366, 2, 2.057143, 18.800000
366, 3, 2.228571, 18.800000
366, 4, 2.171429, 22.000000
366, 5, 1.714286, 20.000000
366, 6, 2.000000, 24.400000
366, 7, 2.171429, 18.400000
366, 8, 2.228571, 16.400000
366, 9, 2.228571, 20.400000
366, 10, 2.000000, 20.400000
366, 11, 1.714286, 19.600000
366, 12, 2.114286, 22.800000
366, 13, 1.828571, 21.600000
366, 14, 2.057143, 22.000000
366, 15, 2.114286, 23.600000
366, 16, 1.771429, 25.200000
366, 17, 2.285714, 16.000000
366, 18, 2.171429, 25.200000
366, 19, 2.171429, 20.400000
371, 0, 1.942857, 22.800000
371, 1, 2.057143, 22.000000
371, 2, 1.885714, 22.000000
371, 3, 1.942857, 24.400000
371, 4, 2.171429, 20.000000
371, 5, 1.828571, 23.200000
371, 6, 1.657143, 21.600000
371, 7, 2.057143, 21.600000
371, 8, 1.885714, 23.600000
371, 9, 2.000000, 19.600000
371, 10, 2.057143, 22.800000
371, 11, 1.885714, 20.400000
371, 12, 2.171429, 23.200000
371, 13, 2.171429, 18.800000
371, 14, 2.171429, 19.600000
371, 15, 1.771429, 24.000000
371, 16, 1.885714, 24.000000
371, 17, 1.885714, 23.600000
371, 18, 2.057143, 18.400000
371, 19, 1.942857, 23.600000
376, 0, 2.171429, 25.600000
376, 1, 2.114286, 22.800000
376, 2, 2.000000, 20.000000
376, 3, 2.114286, 24.000000
376, 4, 2.114286, 22.000000
376, 5, 2.057143, 21.600000
376, 6, 2.000000, 22.400000
376, 7, 1.714286, 26.000000
376, 8, 2.228571, 23.200000
376, 9, 2.285714, 21.200000
376, 10, 2.171429, 20.400000
376, 11, 2.114286, 21.600000
376, 12, 2.057143, 14.000000
376, 13, 1.771429, 22.000000
376, 14, 2.400000, 21.200000
376, 15, 2.000000, 20.400000
376, 16, 2.228571, 22.000000
376, 17, 1.942857, 26.800000
376, 18, 1.657143, 22.800000
376, 19, 2.114286, 20.000000
381, 0, 2.000000, 23.600000
381, 1, 2.285714, 20.800000
381, 2, 1.828571, 26.800000
381, 3, 2.057143, 25.200000
381, 4, 2.171429, 24.000000
381, 5, 1.885714, 20.800000
381, 6, 2.000000, 20.000000
381, 7, 2.057143, 18.400000
381, 8, 2.057143, 26.000000
381, 9, 2.057143, 18.000000
381, 10, 2.342857, 15.200000
381, 11, 2.285714, 16.800000
381, 12, 2.114286, 20.800000
381, 13, 2.000000, 21.200000
381, 14, 1.942857, 27.200000
381, 15, 2.114286, 18.800000
381, 16, 2.000000, 19.200000
381, 17, 2.000000, 23.200000
381, 18, 2.000000, 22.400000
381, 19, 2.171429, 23.600000
386, 0, 2.114286, 18.400000
386, 1, 2.228571, 18.400000
386, 2, 2.114286, 20.000000
386, 3, 2.342857, 19.600000
386, 4, 2.228571, 22.000000
386, 5, 2.000000, 19.200000
386, 6, 2.114286, 22.400000
386, 7, 1.942857, 21.600000
386, 8, 2.000000, 20.400000
386, 9, 2.000000, 24.800000
386, 10, 2.114286, 19.600000
386, 11, 2.057143, 20.800000
386, 12, 1.942857, 24.400000
386, 13, 1.942857, 25.200000
386, 14, 2.285714, 19.600000
386, 15, 2.114286, 20.800000
386, 16, 2.000000, 25.200000
386, 17, 1.714286, 21.600000
386, 18, 2.285714, 22.000000
386, 19, 2.000000, 22.800000
391, 0, 2.171429, 19.200000
391, 1, 2.400000, 17.200000
391, 2, 2.171429, 21.200000
391, 3, 2.114286, 23.200000
391, 4, 2.114286, 17.200000
391, 5, 2.171429, 20.400000
391, 6, 2.228571, 23.200000
391, 7, 2.057143, 19.200000
391, 8, 2.057143, 22.000000
391, 9, 2.057143, 18.000000
391, 10, 2.285714, 17.600000
391, 11, 2.171429, 19.600000
391, 12, 1.942857, 20.000000
391, 13, 2.000000, 17.200000
391, 14, 2.000000, 21.600000
391, 15, 2.114286, 14.800000
391, 16, 2.114286, 18.400000
391, 17, 2.057143, 17.600000
391, 18, 2.000000, 23.200000
391, 19, 2.057143, 20.400000
396, 0, 1.942857, 18.800000
396, 1, 2.057143, 23.200000
396, 2, 2.000000, 21.200000
396, 3, 2.057143, 16.800000
396, 4, 1.942857, 20.400000
396, 5, 2.228571, 20.400000
396, 6, 2.000000, 19.200000
396, 7, 2.000000, 23.200000
396, 8, 2.114286, 21.600000
396, 9, 2.171429, 16.000000
396, 10, 1.942857, 17.600000
396, 11, 2.000000, 22.000000
396, 12, 2.057143, 24.400000
396, 13, 2.171429, 16.800000
396, 14, 2.057143, 22.800000
396, 15, 2.228571, 17.200000
396, 16, 2.171429, 20.800000
396, 17, 2.000000, 19.200000
396, 18, 1.942857, 20.000000
396, 19, 2.342857, 16.800000
401, 0, 2.057143, 16.800000
401, 1, 2.228571, 22.800000
401, 2, 2.000000, 29.200000
401, 3, 1.828571, 24.400000
401, 4, 1.885714, 22.000000
401, 5, 2.285714, 17.600000
401, 6, 2.228571, 19.600000
401, 7, 2.457143, 17.600000
401, 8, 2.228571, 22.000000
401, 9, 1.942857, 17.200000
401, 10, 1.942857, 21.200000
401, 11, 2.114286, 17.600000
401, 12, 2.114286, 18.800000
401, 13, 2.228571, 22.000000
401, 14, 1.828571, 28.400000
401, 15, 2.228571, 22.000000
401, 16, 2.228571, 18.400000
401, 17, 2.171429, 19.200000
401, 18, 2.114286, 25.200000
401, 19, 2.171429, 25.600000
406, 0, 1.771429, 24.800000
406, 1, 2.114286, 17.600000
406, 2, 2.000000, 22.000000
406, 3, 1.885714, 20.800000
406, 4, 1.942857, 25.600000
406, 5, 1.942857, 22.000000
406, 6, 1.885714, 24.800000
406, 7, 1.885714, 20.000000
406, 8, 2.114286, 18.400000
406, 9, 2.114286, 24.400000
406, 10, 2.228571, 18.000000
406, 11, 2.342857, 20.000000
406, 12, 1.885714, 20.400000
406, 13, 2.228571, 22.000000
406, 14, 2.228571, 19.600000
406, 15, 2.171429, 20.800000
406, 16, 1.942857, 20.800000
406, 17, 1.942857, 20.400000
406, 18, 2.000000, 20.800000
406, 19, 2.228571, 17.600000
