Data set contains 1000 examples.
[forest size], [trialNum], [training error], [cross-set error]
201, 19, 0.000000, 4.000000
206, 0, 0.000000, 4.800000
206, 1, 0.000000, 3.200000
206, 2, 0.000000, 7.200000
206, 3, 0.000000, 2.400000
206, 4, 0.000000, 4.800000
206, 5, 0.000000, 2.400000
206, 6, 0.000000, 7.200000
206, 7, 0.000000, 2.400000
206, 8, 0.000000, 4.800000
206, 9, 0.000000, 4.000000
206, 10, 0.000000, 6.400000
206, 11, 0.000000, 4.000000
206, 12, 0.000000, 5.600000
206, 13, 0.000000, 7.200000
206, 14, 0.000000, 3.200000
206, 15, 0.000000, 1.600000
206, 16, 0.000000, 6.400000
206, 17, 0.000000, 6.400000
206, 18, 0.000000, 4.000000
206, 19, 0.000000, 7.200000
211, 0, 0.000000, 3.200000
211, 1, 0.000000, 4.000000
211, 2, 0.000000, 4.000000
211, 3, 0.000000, 3.200000
211, 4, 0.000000, 4.800000
211, 5, 0.000000, 5.600000
211, 6, 0.000000, 0.800000
211, 7, 0.000000, 2.400000
211, 8, 0.000000, 8.800000
211, 9, 0.000000, 7.200000
211, 10, 0.000000, 5.600000
211, 11, 0.000000, 2.400000
211, 12, 0.000000, 4.800000
211, 13, 0.000000, 4.000000
211, 14, 0.000000, 4.800000
211, 15, 0.000000, 3.200000
211, 16, 0.000000, 3.200000
211, 17, 0.000000, 5.600000
211, 18, 0.000000, 6.400000
211, 19, 0.000000, 3.200000
216, 0, 0.000000, 4.000000
216, 1, 0.000000, 7.200000
216, 2, 0.000000, 1.600000
216, 3, 0.000000, 1.600000
216, 4, 0.000000, 4.000000
216, 5, 0.000000, 5.600000
216, 6, 0.000000, 2.400000
216, 7, 0.000000, 3.200000
216, 8, 0.000000, 7.200000
216, 9, 0.000000, 3.200000
216, 10, 0.000000, 6.400000
216, 11, 0.000000, 5.600000
216, 12, 0.000000, 8.000000
216, 13, 0.000000, 6.400000
216, 14, 0.000000, 4.000000
216, 15, 0.000000, 4.800000
216, 16, 0.000000, 6.400000
216, 17, 0.000000, 4.000000
216, 18, 0.000000, 4.000000
216, 19, 0.000000, 4.800000
221, 0, 0.000000, 7.200000
221, 1, 0.000000, 9.600000
221, 2, 0.000000, 4.800000
221, 3, 0.000000, 4.000000
221, 4, 0.000000, 3.200000
221, 5, 0.000000, 5.600000
221, 6, 0.000000, 4.800000
221, 7, 0.000000, 4.000000
221, 8, 0.000000, 5.600000
221, 9, 0.000000, 7.200000
221, 10, 0.000000, 4.000000
221, 11, 0.000000, 6.400000
221, 12, 0.000000, 4.800000
221, 13, 0.000000, 9.600000
221, 14, 0.000000, 5.600000
221, 15, 0.000000, 4.000000
221, 16, 0.000000, 1.600000
221, 17, 0.000000, 5.600000
221, 18, 0.000000, 2.400000
221, 19, 0.000000, 2.400000
226, 0, 0.000000, 5.600000
226, 1, 0.000000, 3.200000
226, 2, 0.000000, 6.400000
226, 3, 0.000000, 1.600000
226, 4, 0.000000, 7.200000
226, 5, 0.000000, 2.400000
226, 6, 0.000000, 0.800000
226, 7, 0.000000, 1.600000
226, 8, 0.000000, 2.400000
226, 9, 0.000000, 6.400000
226, 10, 0.000000, 2.400000
226, 11, 0.000000, 4.800000
226, 12, 0.000000, 4.800000
226, 13, 0.000000, 6.400000
226, 14, 0.000000, 4.000000
226, 15, 0.000000, 4.800000
226, 16, 0.000000, 7.200000
226, 17, 0.000000, 4.800000
226, 18, 0.000000, 4.000000
226, 19, 0.000000, 3.200000
231, 0, 0.000000, 4.800000
231, 1, 0.000000, 1.600000
231, 2, 0.000000, 6.400000
231, 3, 0.000000, 2.400000
231, 4, 0.000000, 4.000000
231, 5, 0.000000, 3.200000
231, 6, 0.000000, 3.200000
231, 7, 0.000000, 8.000000
231, 8, 0.000000, 3.200000
231, 9, 0.000000, 4.800000
231, 10, 0.000000, 4.800000
231, 11, 0.000000, 5.600000
231, 12, 0.000000, 5.600000
231, 13, 0.000000, 5.600000
231, 14, 0.000000, 6.400000
231, 15, 0.000000, 3.200000
231, 16, 0.000000, 4.000000
231, 17, 0.000000, 2.400000
231, 18, 0.000000, 5.600000
231, 19, 0.000000, 5.600000
236, 0, 0.000000, 4.800000
236, 1, 0.000000, 7.200000
236, 2, 0.000000, 5.600000
236, 3, 0.000000, 4.800000
236, 4, 0.000000, 2.400000
236, 5, 0.000000, 4.000000
236, 6, 0.000000, 4.800000
236, 7, 0.000000, 8.000000
236, 8, 0.000000, 9.600000
236, 9, 0.000000, 4.800000
236, 10, 0.000000, 6.400000
236, 11, 0.000000, 7.200000
236, 12, 0.000000, 2.400000
236, 13, 0.000000, 5.600000
236, 14, 0.000000, 5.600000
236, 15, 0.000000, 2.400000
236, 16, 0.000000, 8.000000
236, 17, 0.000000, 3.200000
236, 18, 0.000000, 6.400000
236, 19, 0.000000, 4.000000
241, 0, 0.000000, 7.200000
241, 1, 0.000000, 4.000000
241, 2, 0.000000, 4.800000
241, 3, 0.000000, 5.600000
241, 4, 0.000000, 5.600000
241, 5, 0.000000, 2.400000
241, 6, 0.000000, 4.000000
241, 7, 0.000000, 2.400000
241, 8, 0.000000, 4.000000
241, 9, 0.000000, 4.800000
241, 10, 0.000000, 7.200000
241, 11, 0.000000, 4.800000
241, 12, 0.000000, 4.000000
241, 13, 0.000000, 1.600000
241, 14, 0.000000, 6.400000
241, 15, 0.000000, 7.200000
241, 16, 0.000000, 6.400000
241, 17, 0.000000, 7.200000
241, 18, 0.000000, 5.600000
241, 19, 0.000000, 1.600000
246, 0, 0.000000, 5.600000
246, 1, 0.000000, 4.800000
246, 2, 0.000000, 4.000000
246, 3, 0.000000, 5.600000
246, 4, 0.000000, 5.600000
246, 5, 0.000000, 7.200000
246, 6, 0.000000, 2.400000
246, 7, 0.000000, 8.000000
246, 8, 0.000000, 4.800000
246, 9, 0.000000, 4.000000
246, 10, 0.000000, 4.800000
246, 11, 0.000000, 4.800000
246, 12, 0.000000, 7.200000
246, 13, 0.000000, 7.200000
246, 14, 0.000000, 4.000000
246, 15, 0.000000, 5.600000
246, 16, 0.000000, 5.600000
246, 17, 0.000000, 5.600000
246, 18, 0.000000, 5.600000
246, 19, 0.000000, 7.200000
251, 0, 0.000000, 4.800000
251, 1, 0.000000, 7.200000
251, 2, 0.000000, 4.000000
251, 3, 0.000000, 5.600000
251, 4, 0.000000, 5.600000
251, 5, 0.000000, 3.200000
251, 6, 0.000000, 4.800000
251, 7, 0.000000, 3.200000
251, 8, 0.000000, 2.400000
251, 9, 0.000000, 4.000000
251, 10, 0.000000, 4.000000
251, 11, 0.000000, 5.600000
251, 12, 0.000000, 4.000000
251, 13, 0.000000, 4.000000
251, 14, 0.000000, 4.000000
251, 15, 0.000000, 5.600000
251, 16, 0.000000, 4.800000
251, 17, 0.000000, 8.800000
251, 18, 0.000000, 6.400000
251, 19, 0.000000, 8.800000
256, 0, 0.000000, 4.000000
256, 1, 0.000000, 6.400000
256, 2, 0.000000, 7.200000
256, 3, 0.000000, 9.600000
256, 4, 0.000000, 4.800000
256, 5, 0.000000, 4.000000
256, 6, 0.000000, 0.800000
256, 7, 0.000000, 4.800000
256, 8, 0.000000, 4.000000
256, 9, 0.000000, 4.000000
256, 10, 0.000000, 4.000000
256, 11, 0.000000, 6.400000
256, 12, 0.000000, 2.400000
256, 13, 0.000000, 5.600000
256, 14, 0.000000, 2.400000
256, 15, 0.000000, 2.400000
256, 16, 0.000000, 5.600000
256, 17, 0.000000, 4.800000
256, 18, 0.000000, 4.000000
256, 19, 0.000000, 4.000000
261, 0, 0.000000, 4.000000
261, 1, 0.000000, 1.600000
261, 2, 0.000000, 3.200000
261, 3, 0.000000, 3.200000
261, 4, 0.000000, 3.200000
261, 5, 0.000000, 4.000000
261, 6, 0.000000, 2.400000
261, 7, 0.000000, 4.800000
261, 8, 0.000000, 4.800000
261, 9, 0.000000, 2.400000
261, 10, 0.000000, 7.200000
261, 11, 0.000000, 4.000000
261, 12, 0.000000, 4.000000
261, 13, 0.000000, 5.600000
261, 14, 0.000000, 7.200000
261, 15, 0.000000, 4.000000
261, 16, 0.000000, 2.400000
261, 17, 0.000000, 4.000000
261, 18, 0.000000, 3.200000
261, 19, 0.000000, 8.000000
266, 0, 0.000000, 4.800000
266, 1, 0.000000, 4.000000
266, 2, 0.000000, 5.600000
266, 3, 0.000000, 4.800000
266, 4, 0.000000, 4.800000
266, 5, 0.000000, 4.800000
266, 6, 0.000000, 5.600000
266, 7, 0.000000, 4.800000
266, 8, 0.000000, 5.600000
266, 9, 0.000000, 3.200000
266, 10, 0.000000, 8.000000
266, 11, 0.000000, 4.000000
266, 12, 0.000000, 6.400000
266, 13, 0.000000, 4.800000
266, 14, 0.000000, 6.400000
266, 15, 0.000000, 5.600000
266, 16, 0.000000, 6.400000
266, 17, 0.000000, 3.200000
266, 18, 0.000000, 3.200000
266, 19, 0.000000, 8.800000
271, 0, 0.000000, 3.200000
271, 1, 0.000000, 3.200000
271, 2, 0.000000, 5.600000
271, 3, 0.000000, 2.400000
271, 4, 0.000000, 4.800000
271, 5, 0.000000, 4.800000
271, 6, 0.000000, 5.600000
271, 7, 0.000000, 5.600000
271, 8, 0.000000, 4.800000
271, 9, 0.000000, 6.400000
271, 10, 0.000000, 4.800000
271, 11, 0.000000, 4.800000
271, 12, 0.000000, 3.200000
271, 13, 0.000000, 3.200000
271, 14, 0.000000, 2.400000
271, 15, 0.000000, 4.000000
271, 16, 0.000000, 5.600000
271, 17, 0.000000, 4.000000
271, 18, 0.000000, 7.200000
271, 19, 0.000000, 6.400000
276, 0, 0.000000, 4.000000
276, 1, 0.000000, 7.200000
276, 2, 0.000000, 4.000000
276, 3, 0.000000, 6.400000
276, 4, 0.000000, 4.800000
276, 5, 0.000000, 4.000000
276, 6, 0.000000, 2.400000
276, 7, 0.000000, 10.400000
276, 8, 0.000000, 4.000000
276, 9, 0.000000, 4.800000
276, 10, 0.000000, 4.000000
276, 11, 0.000000, 7.200000
276, 12, 0.000000, 4.800000
276, 13, 0.000000, 7.200000
276, 14, 0.000000, 5.600000
276, 15, 0.000000, 3.200000
276, 16, 0.000000, 6.400000
276, 17, 0.000000, 4.000000
276, 18, 0.000000, 2.400000
276, 19, 0.000000, 4.800000
281, 0, 0.000000, 2.400000
281, 1, 0.000000, 3.200000
281, 2, 0.000000, 7.200000
281, 3, 0.000000, 6.400000
281, 4, 0.000000, 4.000000
281, 5, 0.000000, 4.000000
281, 6, 0.000000, 4.000000
281, 7, 0.000000, 6.400000
281, 8, 0.000000, 6.400000
281, 9, 0.000000, 2.400000
281, 10, 0.000000, 6.400000
281, 11, 0.000000, 4.000000
281, 12, 0.000000, 4.000000
281, 13, 0.000000, 2.400000
281, 14, 0.000000, 6.400000
281, 15, 0.000000, 4.000000
281, 16, 0.000000, 5.600000
281, 17, 0.000000, 3.200000
281, 18, 0.000000, 8.000000
281, 19, 0.000000, 1.600000
286, 0, 0.000000, 6.400000
286, 1, 0.000000, 4.000000
286, 2, 0.000000, 8.000000
286, 3, 0.000000, 3.200000
286, 4, 0.000000, 3.200000
286, 5, 0.000000, 4.800000
286, 6, 0.000000, 6.400000
286, 7, 0.000000, 6.400000
286, 8, 0.000000, 3.200000
286, 9, 0.000000, 3.200000
286, 10, 0.000000, 4.800000
286, 11, 0.000000, 6.400000
286, 12, 0.000000, 4.800000
286, 13, 0.000000, 0.800000
286, 14, 0.000000, 5.600000
286, 15, 0.000000, 7.200000
286, 16, 0.000000, 5.600000
286, 17, 0.000000, 3.200000
286, 18, 0.000000, 2.400000
286, 19, 0.000000, 3.200000
291, 0, 0.000000, 8.800000
291, 1, 0.000000, 6.400000
291, 2, 0.000000, 4.800000
291, 3, 0.000000, 6.400000
291, 4, 0.000000, 8.000000
291, 5, 0.000000, 5.600000
291, 6, 0.000000, 4.800000
291, 7, 0.000000, 8.000000
291, 8, 0.000000, 7.200000
291, 9, 0.000000, 5.600000
291, 10, 0.000000, 2.400000
291, 11, 0.000000, 4.800000
291, 12, 0.000000, 4.000000
291, 13, 0.000000, 4.800000
291, 14, 0.000000, 4.800000
291, 15, 0.000000, 4.000000
291, 16, 0.000000, 4.800000
291, 17, 0.000000, 3.200000
291, 18, 0.000000, 5.600000
291, 19, 0.000000, 3.200000
296, 0, 0.000000, 5.600000
296, 1, 0.000000, 6.400000
296, 2, 0.000000, 8.000000
296, 3, 0.000000, 3.200000
296, 4, 0.000000, 4.000000
296, 5, 0.000000, 4.800000
296, 6, 0.000000, 5.600000
296, 7, 0.000000, 3.200000
296, 8, 0.000000, 5.600000
296, 9, 0.000000, 4.000000
296, 10, 0.000000, 4.800000
296, 11, 0.000000, 3.200000
296, 12, 0.000000, 4.800000
296, 13, 0.000000, 2.400000
296, 14, 0.000000, 6.400000
296, 15, 0.000000, 4.800000
296, 16, 0.000000, 5.600000
296, 17, 0.000000, 3.200000
296, 18, 0.000000, 5.600000
296, 19, 0.000000, 3.200000
301, 0, 0.000000, 4.800000
301, 1, 0.000000, 7.200000
301, 2, 0.000000, 3.200000
301, 3, 0.000000, 5.600000
301, 4, 0.000000, 4.000000
301, 5, 0.000000, 4.000000
301, 6, 0.000000, 5.600000
301, 7, 0.000000, 2.400000
301, 8, 0.000000, 5.600000
301, 9, 0.000000, 4.800000
301, 10, 0.000000, 4.000000
301, 11, 0.000000, 3.200000
301, 12, 0.000000, 6.400000
301, 13, 0.000000, 7.200000
301, 14, 0.000000, 2.400000
301, 15, 0.000000, 5.600000
301, 16, 0.000000, 1.600000
301, 17, 0.000000, 5.600000
301, 18, 0.000000, 5.600000
301, 19, 0.000000, 5.600000
306, 0, 0.000000, 4.800000
306, 1, 0.000000, 3.200000
306, 2, 0.000000, 8.000000
306, 3, 0.000000, 4.000000
306, 4, 0.000000, 3.200000
306, 5, 0.000000, 2.400000
306, 6, 0.000000, 5.600000
306, 7, 0.000000, 2.400000
306, 8, 0.000000, 3.200000
306, 9, 0.000000, 4.800000
306, 10, 0.000000, 4.000000
306, 11, 0.000000, 7.200000
306, 12, 0.000000, 3.200000
306, 13, 0.000000, 6.400000
306, 14, 0.000000, 4.800000
306, 15, 0.000000, 6.400000
306, 16, 0.000000, 2.400000
306, 17, 0.000000, 4.800000
306, 18, 0.000000, 4.000000
306, 19, 0.000000, 4.000000
311, 0, 0.000000, 7.200000
311, 1, 0.000000, 4.800000
311, 2, 0.000000, 3.200000
311, 3, 0.000000, 8.000000
311, 4, 0.000000, 5.600000
311, 5, 0.000000, 3.200000
311, 6, 0.000000, 4.800000
311, 7, 0.000000, 6.400000
311, 8, 0.000000, 2.400000
311, 9, 0.000000, 4.000000
311, 10, 0.000000, 2.400000
311, 11, 0.000000, 7.200000
311, 12, 0.000000, 8.000000
311, 13, 0.000000, 4.000000
311, 14, 0.000000, 2.400000
311, 15, 0.000000, 4.800000
311, 16, 0.000000, 4.800000
311, 17, 0.000000, 6.400000
311, 18, 0.000000, 5.600000
311, 19, 0.000000, 6.400000
316, 0, 0.000000, 3.200000
316, 1, 0.000000, 8.800000
316, 2, 0.000000, 8.800000
316, 3, 0.000000, 5.600000
316, 4, 0.000000, 1.600000
316, 5, 0.000000, 3.200000
316, 6, 0.000000, 6.400000
316, 7, 0.000000, 4.000000
316, 8, 0.000000, 7.200000
316, 9, 0.000000, 5.600000
316, 10, 0.000000, 4.000000
316, 11, 0.000000, 4.000000
316, 12, 0.000000, 3.200000
316, 13, 0.000000, 5.600000
316, 14, 0.000000, 4.800000
316, 15, 0.000000, 2.400000
316, 16, 0.000000, 5.600000
316, 17, 0.000000, 4.000000
316, 18, 0.000000, 4.000000
316, 19, 0.000000, 2.400000
321, 0, 0.000000, 7.200000
321, 1, 0.000000, 7.200000
321, 2, 0.000000, 4.800000
321, 3, 0.000000, 4.000000
321, 4, 0.000000, 4.800000
321, 5, 0.000000, 3.200000
321, 6, 0.000000, 2.400000
321, 7, 0.000000, 5.600000
321, 8, 0.000000, 5.600000
321, 9, 0.000000, 4.000000
321, 10, 0.000000, 6.400000
321, 11, 0.000000, 3.200000
321, 12, 0.000000, 8.000000
321, 13, 0.000000, 5.600000
321, 14, 0.000000, 4.000000
321, 15, 0.000000, 5.600000
321, 16, 0.000000, 7.200000
321, 17, 0.000000, 6.400000
321, 18, 0.000000, 7.200000
321, 19, 0.000000, 4.800000
326, 0, 0.000000, 3.200000
326, 1, 0.000000, 1.600000
326, 2, 0.000000, 4.800000
326, 3, 0.000000, 5.600000
326, 4, 0.000000, 3.200000
326, 5, 0.000000, 4.000000
326, 6, 0.000000, 3.200000
326, 7, 0.000000, 4.000000
326, 8, 0.000000, 3.200000
326, 9, 0.000000, 7.200000
326, 10, 0.000000, 7.200000
326, 11, 0.000000, 7.200000
326, 12, 0.000000, 3.200000
326, 13, 0.000000, 4.000000
326, 14, 0.000000, 1.600000
326, 15, 0.000000, 4.800000
326, 16, 0.000000, 4.000000
326, 17, 0.000000, 5.600000
326, 18, 0.000000, 8.000000
326, 19, 0.000000, 2.400000
331, 0, 0.000000, 6.400000
331, 1, 0.000000, 1.600000
331, 2, 0.000000, 2.400000
331, 3, 0.000000, 5.600000
331, 4, 0.000000, 3.200000
331, 5, 0.000000, 6.400000
331, 6, 0.000000, 4.000000
331, 7, 0.000000, 1.600000
331, 8, 0.000000, 2.400000
331, 9, 0.000000, 4.000000
331, 10, 0.000000, 5.600000
331, 11, 0.000000, 4.000000
331, 12, 0.000000, 3.200000
331, 13, 0.000000, 1.600000
331, 14, 0.000000, 8.000000
331, 15, 0.000000, 2.400000
331, 16, 0.000000, 4.800000
331, 17, 0.000000, 3.200000
331, 18, 0.000000, 4.800000
331, 19, 0.000000, 2.400000
336, 0, 0.000000, 7.200000
336, 1, 0.000000, 6.400000
336, 2, 0.000000, 4.800000
336, 3, 0.000000, 4.800000
336, 4, 0.000000, 3.200000
336, 5, 0.000000, 4.000000
336, 6, 0.000000, 5.600000
336, 7, 0.000000, 4.800000
336, 8, 0.000000, 4.800000
336, 9, 0.000000, 8.000000
336, 10, 0.000000, 4.000000
336, 11, 0.000000, 2.400000
336, 12, 0.000000, 4.000000
336, 13, 0.000000, 6.400000
336, 14, 0.000000, 5.600000
336, 15, 0.000000, 4.800000
336, 16, 0.000000, 7.200000
336, 17, 0.000000, 4.800000
336, 18, 0.000000, 4.000000
336, 19, 0.000000, 4.800000
341, 0, 0.000000, 6.400000
341, 1, 0.000000, 5.600000
341, 2, 0.000000, 3.200000
341, 3, 0.000000, 6.400000
341, 4, 0.000000, 5.600000
341, 5, 0.000000, 4.000000
341, 6, 0.000000, 4.000000
341, 7, 0.000000, 2.400000
341, 8, 0.000000, 5.600000
341, 9, 0.000000, 2.400000
341, 10, 0.000000, 6.400000
341, 11, 0.000000, 4.800000
341, 12, 0.000000, 8.000000
341, 13, 0.000000, 4.000000
341, 14, 0.000000, 4.000000
341, 15, 0.000000, 4.000000
341, 16, 0.000000, 3.200000
341, 17, 0.000000, 4.800000
341, 18, 0.000000, 4.800000
341, 19, 0.000000, 4.000000
346, 0, 0.000000, 1.600000
346, 1, 0.000000, 4.000000
346, 2, 0.000000, 4.000000
346, 3, 0.000000, 6.400000
346, 4, 0.000000, 2.400000
346, 5, 0.000000, 7.200000
346, 6, 0.000000, 3.200000
346, 7, 0.000000, 6.400000
346, 8, 0.000000, 3.200000
346, 9, 0.000000, 5.600000
346, 10, 0.000000, 6.400000
346, 11, 0.000000, 5.600000
346, 12, 0.000000, 2.400000
346, 13, 0.000000, 2.400000
346, 14, 0.000000, 4.000000
346, 15, 0.000000, 5.600000
346, 16, 0.000000, 4.800000
346, 17, 0.000000, 4.000000
346, 18, 0.000000, 4.800000
346, 19, 0.000000, 7.200000
351, 0, 0.000000, 4.800000
351, 1, 0.000000, 6.400000
351, 2, 0.000000, 4.000000
351, 3, 0.000000, 5.600000
351, 4, 0.000000, 3.200000
351, 5, 0.000000, 4.000000
351, 6, 0.000000, 3.200000
351, 7, 0.000000, 6.400000
351, 8, 0.000000, 7.200000
351, 9, 0.000000, 8.000000
351, 10, 0.000000, 8.800000
351, 11, 0.000000, 2.400000
351, 12, 0.000000, 3.200000
351, 13, 0.000000, 4.800000
351, 14, 0.000000, 4.800000
351, 15, 0.000000, 4.800000
351, 16, 0.000000, 5.600000
351, 17, 0.000000, 3.200000
351, 18, 0.000000, 0.000000
351, 19, 0.000000, 4.800000
356, 0, 0.000000, 4.000000
356, 1, 0.000000, 5.600000
356, 2, 0.000000, 5.600000
356, 3, 0.000000, 4.800000
356, 4, 0.000000, 4.800000
356, 5, 0.000000, 5.600000
356, 6, 0.000000, 8.000000
356, 7, 0.000000, 4.800000
356, 8, 0.000000, 5.600000
356, 9, 0.000000, 7.200000
356, 10, 0.000000, 5.600000
356, 11, 0.000000, 5.600000
356, 12, 0.000000, 6.400000
356, 13, 0.000000, 3.200000
356, 14, 0.000000, 3.200000
356, 15, 0.000000, 5.600000
356, 16, 0.000000, 4.000000
356, 17, 0.000000, 2.400000
356, 18, 0.000000, 3.200000
356, 19, 0.000000, 3.200000
361, 0, 0.000000, 2.400000
361, 1, 0.000000, 3.200000
361, 2, 0.000000, 6.400000
361, 3, 0.000000, 3.200000
361, 4, 0.000000, 6.400000
361, 5, 0.000000, 4.000000
361, 6, 0.000000, 4.800000
361, 7, 0.000000, 2.400000
361, 8, 0.000000, 5.600000
361, 9, 0.000000, 6.400000
361, 10, 0.000000, 3.200000
361, 11, 0.000000, 3.200000
361, 12, 0.000000, 0.800000
361, 13, 0.000000, 4.000000
361, 14, 0.000000, 2.400000
361, 15, 0.000000, 4.000000
361, 16, 0.000000, 4.000000
361, 17, 0.000000, 7.200000
361, 18, 0.000000, 5.600000
361, 19, 0.000000, 3.200000
366, 0, 0.000000, 4.000000
366, 1, 0.000000, 4.000000
366, 2, 0.000000, 5.600000
366, 3, 0.000000, 7.200000
366, 4, 0.000000, 3.200000
366, 5, 0.000000, 3.200000
366, 6, 0.000000, 4.000000
366, 7, 0.000000, 4.800000
366, 8, 0.000000, 2.400000
366, 9, 0.000000, 4.800000
366, 10, 0.000000, 3.200000
366, 11, 0.000000, 5.600000
366, 12, 0.000000, 6.400000
366, 13, 0.000000, 5.600000
366, 14, 0.000000, 3.200000
366, 15, 0.000000, 2.400000
366, 16, 0.000000, 4.000000
366, 17, 0.000000, 1.600000
366, 18, 0.000000, 1.600000
366, 19, 0.000000, 4.000000
371, 0, 0.000000, 4.000000
371, 1, 0.000000, 1.600000
371, 2, 0.000000, 7.200000
371, 3, 0.000000, 5.600000
371, 4, 0.000000, 8.800000
371, 5, 0.000000, 3.200000
371, 6, 0.000000, 3.200000
371, 7, 0.000000, 4.000000
371, 8, 0.000000, 5.600000
371, 9, 0.000000, 6.400000
371, 10, 0.000000, 5.600000
371, 11, 0.000000, 2.400000
371, 12, 0.000000, 3.200000
371, 13, 0.000000, 5.600000
371, 14, 0.000000, 5.600000
371, 15, 0.000000, 7.200000
371, 16, 0.000000, 6.400000
371, 17, 0.000000, 1.600000
371, 18, 0.000000, 3.200000
371, 19, 0.000000, 4.000000
376, 0, 0.000000, 4.000000
376, 1, 0.000000, 4.800000
376, 2, 0.000000, 5.600000
376, 3, 0.000000, 2.400000
376, 4, 0.000000, 4.000000
376, 5, 0.000000, 6.400000
376, 6, 0.000000, 6.400000
376, 7, 0.000000, 3.200000
376, 8, 0.000000, 5.600000
376, 9, 0.000000, 3.200000
376, 10, 0.000000, 4.000000
376, 11, 0.000000, 4.000000
376, 12, 0.000000, 8.000000
376, 13, 0.000000, 6.400000
376, 14, 0.000000, 2.400000
376, 15, 0.000000, 2.400000
376, 16, 0.000000, 6.400000
376, 17, 0.000000, 10.400000
376, 18, 0.000000, 4.800000
376, 19, 0.000000, 5.600000
381, 0, 0.000000, 7.200000
381, 1, 0.000000, 2.400000
381, 2, 0.000000, 2.400000
381, 3, 0.000000, 6.400000
381, 4, 0.000000, 3.200000
381, 5, 0.000000, 7.200000
381, 6, 0.000000, 2.400000
381, 7, 0.000000, 1.600000
381, 8, 0.000000, 2.400000
381, 9, 0.000000, 2.400000
381, 10, 0.000000, 5.600000
381, 11, 0.000000, 5.600000
381, 12, 0.000000, 3.200000
381, 13, 0.000000, 5.600000
381, 14, 0.000000, 6.400000
381, 15, 0.000000, 5.600000
381, 16, 0.000000, 5.600000
381, 17, 0.000000, 1.600000
381, 18, 0.000000, 4.000000
381, 19, 0.000000, 5.600000
386, 0, 0.000000, 7.200000
386, 1, 0.000000, 6.400000
386, 2, 0.000000, 4.800000
386, 3, 0.000000, 4.800000
386, 4, 0.000000, 1.600000
386, 5, 0.000000, 5.600000
386, 6, 0.000000, 5.600000
386, 7, 0.000000, 4.800000
386, 8, 0.000000, 5.600000
386, 9, 0.000000, 6.400000
386, 10, 0.000000, 4.800000
386, 11, 0.000000, 5.600000
386, 12, 0.000000, 7.200000
386, 13, 0.000000, 5.600000
386, 14, 0.000000, 5.600000
386, 15, 0.000000, 5.600000
386, 16, 0.000000, 3.200000
386, 17, 0.000000, 7.200000
386, 18, 0.000000, 7.200000
386, 19, 0.000000, 8.800000
391, 0, 0.000000, 5.600000
391, 1, 0.000000, 4.800000
391, 2, 0.000000, 3.200000
391, 3, 0.000000, 6.400000
391, 4, 0.000000, 7.200000
391, 5, 0.000000, 5.600000
391, 6, 0.000000, 8.000000
391, 7, 0.000000, 4.800000
391, 8, 0.000000, 4.800000
391, 9, 0.000000, 2.400000
391, 10, 0.000000, 3.200000
391, 11, 0.000000, 3.200000
391, 12, 0.000000, 4.000000
391, 13, 0.000000, 4.800000
391, 14, 0.000000, 3.200000
391, 15, 0.000000, 6.400000
391, 16, 0.000000, 5.600000
391, 17, 0.000000, 5.600000
391, 18, 0.000000, 8.000000
391, 19, 0.000000, 4.800000
396, 0, 0.000000, 4.000000
396, 1, 0.000000, 4.800000
396, 2, 0.000000, 8.800000
396, 3, 0.000000, 2.400000
396, 4, 0.000000, 5.600000
396, 5, 0.000000, 5.600000
396, 6, 0.000000, 5.600000
396, 7, 0.000000, 5.600000
396, 8, 0.000000, 8.000000
396, 9, 0.000000, 5.600000
396, 10, 0.000000, 4.800000
396, 11, 0.000000, 6.400000
396, 12, 0.000000, 4.000000
396, 13, 0.000000, 3.200000
396, 14, 0.000000, 1.600000
396, 15, 0.000000, 8.000000
396, 16, 0.000000, 4.000000
396, 17, 0.000000, 8.800000
396, 18, 0.000000, 4.800000
396, 19, 0.000000, 3.200000
401, 0, 0.000000, 4.800000
401, 1, 0.000000, 2.400000
401, 2, 0.000000, 6.400000
401, 3, 0.000000, 5.600000
401, 4, 0.000000, 5.600000
401, 5, 0.000000, 4.800000
401, 6, 0.000000, 0.800000
401, 7, 0.000000, 4.000000
401, 8, 0.000000, 3.200000
401, 9, 0.000000, 3.200000
401, 10, 0.000000, 6.400000
401, 11, 0.000000, 6.400000
401, 12, 0.000000, 6.400000
401, 13, 0.000000, 4.000000
401, 14, 0.000000, 4.800000
401, 15, 0.000000, 0.800000
401, 16, 0.000000, 4.800000
401, 17, 0.000000, 5.600000
401, 18, 0.000000, 1.600000
401, 19, 0.000000, 1.600000
406, 0, 0.000000, 3.200000
406, 1, 0.000000, 5.600000
406, 2, 0.000000, 4.000000
406, 3, 0.000000, 5.600000
406, 4, 0.000000, 6.400000
406, 5, 0.000000, 0.800000
406, 6, 0.000000, 7.200000
406, 7, 0.000000, 8.800000
406, 8, 0.000000, 5.600000
406, 9, 0.000000, 4.000000
406, 10, 0.000000, 5.600000
406, 11, 0.000000, 4.800000
406, 12, 0.000000, 2.400000
406, 13, 0.000000, 3.200000
406, 14, 0.000000, 2.400000
406, 15, 0.000000, 4.000000
406, 16, 0.000000, 2.400000
406, 17, 0.000000, 6.400000
406, 18, 0.000000, 4.000000
406, 19, 0.000000, 2.400000
